date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:28:58	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:28:54%20GMT	http://jessicapphotography.com/deutsch/2007/09/letztes-wochenende-last-weekend/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/fe/deutsch/2007/09/letztes-wochenende-last-weekend/trackback/index.html	(from http://jessicapphotography.com/deutsch/2007/09/letztes-wochenende-last-weekend/)
13:28:58	57214/57214	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:28:52%20GMT	http://jessicapphotography.com/deutsch/category/fotografentreffen/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/a2/deutsch/category/fotografentreffen/index.html	(from http://jessicapphotography.com/deutsch/2007/09/mike-larson-workshop/)
13:28:59	30792/30792	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:28:54%20GMT	http://jessicapphotography.com/deutsch/2007/09/ich-liebe-meinen-paps-i-love-my-dad/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/05/deutsch/2007/09/ich-liebe-meinen-paps-i-love-my-dad/index.html	(from http://jessicapphotography.com/deutsch/2007/09/letztes-wochenende-last-weekend/)
13:29:00	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:28:59%20GMT	http://jessicapphotography.com/deutsch/2008/06/songs-that-make-me-happy-wednesday-part-3/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/2b/deutsch/2008/06/songs-that-make-me-happy-wednesday-part-3/trackback/index.html	(from http://jessicapphotography.com/deutsch/2008/06/songs-that-make-me-happy-wednesday-part-3/)
13:29:00	33910/33910	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:28:59%20GMT	http://jessicapphotography.com/deutsch/2008/06/gemeinsam/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/c3/deutsch/2008/06/gemeinsam/index.html	(from http://jessicapphotography.com/deutsch/2008/06/songs-that-make-me-happy-wednesday-part-3/)
13:29:01	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:00%20GMT	http://jessicapphotography.com/deutsch/2008/06/bayreuth/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/c4/deutsch/2008/06/bayreuth/trackback/index.html	(from http://jessicapphotography.com/deutsch/2008/06/bayreuth/)
13:29:01	29862/29862	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:00%20GMT	http://jessicapphotography.com/deutsch/2008/06/songs-that-make-me-happy-wednesday-part-4/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/a5/deutsch/2008/06/songs-that-make-me-happy-wednesday-part-4/index.html	(from http://jessicapphotography.com/deutsch/2008/06/bayreuth/)
13:29:02	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:01%20GMT	http://jessicapphotography.com/deutsch/2009/08/papas-und-ihre-tochter/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/10/deutsch/2009/08/papas-und-ihre-tochter/trackback/index.html	(from http://jessicapphotography.com/deutsch/2009/08/papas-und-ihre-tochter/)
13:29:03	30533/30533	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:01%20GMT	http://jessicapphotography.com/deutsch/2009/08/songs-that-make-me-happy-wednesday-part-19/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/35/deutsch/2009/08/songs-that-make-me-happy-wednesday-part-19/index.html	(from http://jessicapphotography.com/deutsch/2009/08/papas-und-ihre-tochter/)
13:29:03	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:02%20GMT	http://jessicapphotography.com/deutsch/2009/09/im-dialog-von-anfang-an/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/a9/deutsch/2009/09/im-dialog-von-anfang-an/trackback/index.html	(from http://jessicapphotography.com/deutsch/2009/09/im-dialog-von-anfang-an/)
13:29:04	29226/29226	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:02%20GMT	http://jessicapphotography.com/deutsch/2009/09/922/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/c8/deutsch/2009/09/922/index.html	(from http://jessicapphotography.com/deutsch/2009/09/im-dialog-von-anfang-an/)
13:29:04	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:04%20GMT	http://jessicapphotography.com/deutsch/2013/11/right-now/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/8c/deutsch/2013/11/right-now/trackback/index.html	(from http://jessicapphotography.com/deutsch/2013/11/right-now/)
13:29:05	27606/27606	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:03%20GMT	http://jessicapphotography.com/deutsch/links/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/a5/deutsch/links/index.html	(from http://jessicapphotography.com/deutsch/2013/11/right-now/)
13:29:06	41305/41305	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:04%20GMT	http://jessicapphotography.com/deutsch/category/promotions/page/4/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/3f/deutsch/category/promotions/page/4/index.html	(from http://jessicapphotography.com/deutsch/category/promotions/page/3/)
13:29:07	33656/33656	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:05%20GMT	http://jessicapphotography.com/deutsch/2008/08/yum-2/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/db/deutsch/2008/08/yum-2/index.html	(from http://jessicapphotography.com/deutsch/category/promotions/page/3/)
13:29:07	29972/29972	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:05%20GMT	http://jessicapphotography.com/deutsch/2008/08/der-sommer/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/87/deutsch/2008/08/der-sommer/index.html	(from http://jessicapphotography.com/deutsch/category/promotions/page/3/)
13:29:07	28902/28902	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:06%20GMT	http://jessicapphotography.com/deutsch/2008/08/last-uns/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/b3/deutsch/2008/08/last-uns/index.html	(from http://jessicapphotography.com/deutsch/category/promotions/page/3/)
13:29:08	29078/29078	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:06%20GMT	http://jessicapphotography.com/deutsch/2008/06/nur-noch/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/48/deutsch/2008/06/nur-noch/index.html	(from http://jessicapphotography.com/deutsch/category/promotions/page/3/)
13:29:09	32222/32222	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:08%20GMT	http://jessicapphotography.com/deutsch/2009/10/%e2%80%9csongs-that-make-me-happy-friday%e2%80%9d-part-20/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/be/deutsch/2009/10/%e2%80%9csongs-that-make-me-happy-friday%e2%80%9d-part-20/index.html	(from http://jessicapphotography.com/deutsch/2009/10/jubilaumswoche/)
13:29:10	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:08%20GMT	http://jessicapphotography.com/deutsch/2009/10/jubilaumswoche/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/66/deutsch/2009/10/jubilaumswoche/trackback/index.html	(from http://jessicapphotography.com/deutsch/2009/10/jubilaumswoche/)
13:29:11	37471/37471	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:08%20GMT	http://jessicapphotography.com/deutsch/2009/10/wahnsinn/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/0a/deutsch/2009/10/wahnsinn/index.html	(from http://jessicapphotography.com/deutsch/2009/10/jubilaumswoche/)
13:29:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:11%20GMT	http://jessicapphotography.com/deutsch/2009/02/schwangerschafts-neugeborenen-babysessions/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/13/deutsch/2009/02/schwangerschafts-neugeborenen-babysessions/trackback/index.html	(from http://jessicapphotography.com/deutsch/2009/02/schwangerschafts-neugeborenen-babysessions/)
13:29:12	30946/30946	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:11%20GMT	http://jessicapphotography.com/deutsch/2009/02/hilfe-fur-helene/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/ab/deutsch/2009/02/hilfe-fur-helene/index.html	(from http://jessicapphotography.com/deutsch/2009/02/schwangerschafts-neugeborenen-babysessions/)
13:29:13	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:13%20GMT	http://jessicapphotography.com/deutsch/2009/01/songs-that-make-me-happy-wednes-friday-part-15/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/a3/deutsch/2009/01/songs-that-make-me-happy-wednes-friday-part-15/trackback/index.html	(from http://jessicapphotography.com/deutsch/2009/01/songs-that-make-me-happy-wednes-friday-part-15/)
13:29:13	48624/48624	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:12%20GMT	http://jessicapphotography.com/deutsch/2008/12/happy-holidays/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/bb/deutsch/2008/12/happy-holidays/index.html	(from http://jessicapphotography.com/deutsch/2009/01/songs-that-make-me-happy-wednes-friday-part-15/)
13:29:14	36811/36811	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:12%20GMT	http://jessicapphotography.com/deutsch/2009/01/hello-world/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/40/deutsch/2009/01/hello-world/index.html	(from http://jessicapphotography.com/deutsch/2009/01/songs-that-make-me-happy-wednes-friday-part-15/)
13:29:14	33773/33773	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:14%20GMT	http://jessicapphotography.com/deutsch/category/kanada/page/2/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/53/deutsch/category/kanada/page/2/index.html	(from http://jessicapphotography.com/deutsch/category/kanada/)
13:29:14	39486/39486	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:14%20GMT	http://jessicapphotography.com/deutsch/2008/05/soooviele-sooo-many/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/e8/deutsch/2008/05/soooviele-sooo-many/index.html	(from http://jessicapphotography.com/deutsch/category/kanada/)
13:29:16	38010/38010	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:15%20GMT	http://jessicapphotography.com/english/newsblog/page/6	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/61/english/newsblog/page/6.html	(from http://jessicapphotography.com/english/newsblog/page/5)
13:29:17	32554/32554	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:15%20GMT	http://jessicapphotography.com/deutsch/2008/04/call-me-fraulein/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/1d/deutsch/2008/04/call-me-fraulein/index.html	(from http://jessicapphotography.com/deutsch/category/kanada/)
13:29:17	39619/39619	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:16%20GMT	http://jessicapphotography.com/deutsch/2008/03/toronto-sightseeing/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/c9/deutsch/2008/03/toronto-sightseeing/index.html	(from http://jessicapphotography.com/deutsch/category/kanada/)
13:29:17	35757/35757	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:15%20GMT	http://jessicapphotography.com/deutsch/2008/03/zeit/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/10/deutsch/2008/03/zeit/index.html	(from http://jessicapphotography.com/deutsch/category/kanada/)
13:29:18	41846/41846	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:18%20GMT	http://jessicapphotography.com/deutsch/2008/11/wow/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/43/deutsch/2008/11/wow/index.html	(from http://jessicapphotography.com/deutsch/2008/12/may-i-introduce/)
13:29:18	29079/29079	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:18%20GMT	http://jessicapphotography.com/deutsch/2008/12/email-update/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/a7/deutsch/2008/12/email-update/index.html	(from http://jessicapphotography.com/deutsch/2008/12/may-i-introduce/)
13:29:18	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:18%20GMT	http://jessicapphotography.com/english/archives/1324/trackback	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/a4/english/archives/1324/trackback.122.delayed	(from http://jessicapphotography.com/english/archives/1324)
13:29:19	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:19%20GMT	http://jessicapphotography.com/deutsch/2008/12/may-i-introduce/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/63/deutsch/2008/12/may-i-introduce/trackback/index.html	(from http://jessicapphotography.com/deutsch/2008/12/may-i-introduce/)
13:29:33	36576/36576	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:19%20GMT	http://jessicapphotography.com/deutsch/2010/11/tja/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/d2/deutsch/2010/11/tja/index.html	(from http://jessicapphotography.com/deutsch/2010/10/juni/)
13:29:34	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:34%20GMT	http://jessicapphotography.com/english/archives/1315/trackback	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/96/english/archives/1315/trackback.124.delayed	(from http://jessicapphotography.com/english/archives/1315)
13:29:34	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:34%20GMT	http://jessicapphotography.com/deutsch/2010/10/juni/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/e3/deutsch/2010/10/juni/trackback/index.html	(from http://jessicapphotography.com/deutsch/2010/10/juni/)
13:29:35	30096/30096	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:34%20GMT	http://jessicapphotography.com/deutsch/2010/09/ein-herbstlicher-grus/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/fd/deutsch/2010/09/ein-herbstlicher-grus/index.html	(from http://jessicapphotography.com/deutsch/2010/09/sneak-peek-2/)
13:29:35	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:35%20GMT	http://jessicapphotography.com/deutsch/2010/09/sneak-peek-2/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/61/deutsch/2010/09/sneak-peek-2/trackback/index.html	(from http://jessicapphotography.com/deutsch/2010/09/sneak-peek-2/)
13:29:36	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:36%20GMT	http://jessicapphotography.com/deutsch/2013/02/happy-friday-2/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/54/deutsch/2013/02/happy-friday-2/trackback/index.html	(from http://jessicapphotography.com/deutsch/2013/02/happy-friday-2/)
13:29:36	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:36%20GMT	http://jessicapphotography.com/english/archives/1275/trackback	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/57/english/archives/1275/trackback.126.delayed	(from http://jessicapphotography.com/english/archives/1275)
13:29:37	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:37%20GMT	http://jessicapphotography.com/deutsch/2013/03/ostseespass/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/c6/deutsch/2013/03/ostseespass/trackback/index.html	(from http://jessicapphotography.com/deutsch/2013/03/ostseespass/)
13:29:37	30493/30493	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:37%20GMT	http://jessicapphotography.com/deutsch/2010/06/musikmittwoch-the-beatles/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/df/deutsch/2010/06/musikmittwoch-the-beatles/index.html	(from http://jessicapphotography.com/deutsch/category/musik/page/2/)
13:29:37	45615/45615	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:37%20GMT	http://jessicapphotography.com/deutsch/category/musik/page/3/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/aa/deutsch/category/musik/page/3/index.html	(from http://jessicapphotography.com/deutsch/category/musik/page/2/)
13:29:43	34065/34065	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:38%20GMT	http://jessicapphotography.com/english/archives/category/promotions/page/3	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/77/english/archives/category/promotions/page/3.html	(from http://jessicapphotography.com/english/archives/category/promotions/page/2)
13:29:43	29256/29256	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:38%20GMT	http://jessicapphotography.com/deutsch/2010/05/wir/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/b8/deutsch/2010/05/wir/index.html	(from http://jessicapphotography.com/deutsch/category/musik/page/2/)
13:29:44	31803/31803	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:41%20GMT	http://jessicapphotography.com/deutsch/2010/04/musikmittwoch-scampi/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/d3/deutsch/2010/04/musikmittwoch-scampi/index.html	(from http://jessicapphotography.com/deutsch/category/musik/page/2/)
13:29:44	36725/36725	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:41%20GMT	http://jessicapphotography.com/deutsch/2010/04/wochenruckblick-woche-15/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/49/deutsch/2010/04/wochenruckblick-woche-15/index.html	(from http://jessicapphotography.com/deutsch/category/musik/page/2/)
13:29:44	34969/34969	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:43%20GMT	http://jessicapphotography.com/deutsch/2010/02/happy-heartday/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/20/deutsch/2010/02/happy-heartday/index.html	(from http://jessicapphotography.com/deutsch/category/musik/page/2/)
13:29:44	19338/19338	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Nov%202015%2018:29:44%20GMT	http://jessicapphotography.com/deutsch/category/pumpkin%c2%b4s-favourites/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/1c/deutsch/category/pumpkin%c2%b4s-favourites/index.html	(from http://jessicapphotography.com/deutsch/category/musik/page/2/)
13:29:45	23084/23084	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:45%20GMT	http://jessicapphotography.com/english/archives/162	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/83/english/archives/162.html	(from http://jessicapphotography.com/english/archives/category/promotions/page/2)
13:29:45	43874/43874	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:45%20GMT	http://jessicapphotography.com/deutsch/2010/02/uber-herzensbrecher/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/48/deutsch/2010/02/uber-herzensbrecher/index.html	(from http://jessicapphotography.com/deutsch/category/musik/page/2/)
13:29:46	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:46%20GMT	http://jessicapphotography.com/deutsch/2013/06/vier-und-zwei/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/a6/deutsch/2013/06/vier-und-zwei/trackback/index.html	(from http://jessicapphotography.com/deutsch/2013/06/vier-und-zwei/)
13:29:46	22164/22164	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:45%20GMT	http://jessicapphotography.com/english/archives/161	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/03/english/archives/161.html	(from http://jessicapphotography.com/english/archives/category/promotions/page/2)
13:29:47	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:46%20GMT	http://jessicapphotography.com/deutsch/2013/04/musikmittwoch/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/2c/deutsch/2013/04/musikmittwoch/trackback/index.html	(from http://jessicapphotography.com/deutsch/2013/04/musikmittwoch/)
13:29:48	22098/22098	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:47%20GMT	http://jessicapphotography.com/english/archives/142	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/fe/english/archives/142.html	(from http://jessicapphotography.com/english/archives/category/promotions/page/2)
13:29:48	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:47%20GMT	http://jessicapphotography.com/deutsch/2010/07/hier/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/2f/deutsch/2010/07/hier/trackback/index.html	(from http://jessicapphotography.com/deutsch/2010/07/hier/)
13:29:52	32701/32701	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:48%20GMT	http://jessicapphotography.com/deutsch/2010/07/wochenruckblick-woche-28/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/f5/deutsch/2010/07/wochenruckblick-woche-28/index.html	(from http://jessicapphotography.com/deutsch/2010/07/hier/)
13:29:53	27801/27801	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:48%20GMT	http://jessicapphotography.com/english/archives/140	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/ac/english/archives/140.html	(from http://jessicapphotography.com/english/archives/category/promotions/page/2)
13:29:54	32826/32826	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:53%20GMT	http://jessicapphotography.com/deutsch/2008/02/immer-noch-hier/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/bb/deutsch/2008/02/immer-noch-hier/index.html	(from http://jessicapphotography.com/deutsch/2008/03/beziehungen/)
13:29:54	32778/32778	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:53%20GMT	http://jessicapphotography.com/deutsch/2008/03/yum/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/6d/deutsch/2008/03/yum/index.html	(from http://jessicapphotography.com/deutsch/2008/03/beziehungen/)
13:29:55	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:55%20GMT	http://jessicapphotography.com/deutsch/2008/03/beziehungen/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/06/deutsch/2008/03/beziehungen/trackback/index.html	(from http://jessicapphotography.com/deutsch/2008/03/beziehungen/)
13:29:56	26621/26621	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:55%20GMT	http://jessicapphotography.com/english/archives/139	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/a5/english/archives/139.html	(from http://jessicapphotography.com/english/archives/category/promotions/page/2)
13:29:56	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:55%20GMT	http://jessicapphotography.com/deutsch/2012/12/merry-christmas/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/bf/deutsch/2012/12/merry-christmas/trackback/index.html	(from http://jessicapphotography.com/deutsch/2012/12/merry-christmas/)
13:29:57	31625/31625	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:56%20GMT	http://jessicapphotography.com/deutsch/2012/10/fotoshooting-familie-berlin/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/46/deutsch/2012/10/fotoshooting-familie-berlin/index.html	(from http://jessicapphotography.com/deutsch/2012/11/oh-sommer/)
13:29:57	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2021%20Nov%202015%2018:29:57%20GMT	http://jessicapphotography.com/deutsch/2012/11/oh-sommer/trackback/	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/40/deutsch/2012/11/oh-sommer/trackback/index.html	(from http://jessicapphotography.com/deutsch/2012/11/oh-sommer/)
13:30:03	22493/22493	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Nov%202015%2018:29:57%20GMT	http://jessicapphotography.com/english/archives/983	/mnt/ssd/pkoehn/site-crawl/jessicapphotography.com.2015-11-21/jessicapphotography.com/38/english/archives/983.html	(from http://jessicapphotography.com/english/archives/989)
